index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
105,2469,966,1732,0.035,3526,3618,32.0,0.16,5894,2602,3084,0.049,3404,5802,30.0,0.185,9503,4263,5593,0.045,453,575,30.0,0.165,13153,1185,6338,0.035,8777,7217,26.5,0.16,16798,7667,5841,0.046,9680,5747,32.0,0.16,20412,4295,6889,0.047,8343,9093,31.5,0.165,24109,3055,8202,0.04,8526,8192,30.0,0.2,27547,5723,1485,0.046,4417,715,29.5,0.17,31206,3414,5281,0.032,2565,8088,31.5,0.19,34640,6320,5779,0.034,8783,5310,23.0,0.18,38605,2996,4485,0.032,8842,2977,32.0,0.18,42024,3760,6282,0.053,3638,9483,26.5,0.19,45364,430,320,0.044,3343,8854,27.0,0.16,49029,7661,4142,0.038,5532,5968,29.0,0.195,52614,4449,5886,0.055,2508,1154,31.5,0.16,56331,8026,6962,0.048,1937,3204,22.5,0.17,59982,4433,4503,0.047,1119,9718,23.0,0.19,63313,1716,7834,0.041,3298,9438,30.0,0.17,67088,3008,386,0.031,1607,4662,26.5,0.195,70612,1238,4971,0.039,9668,9742,26.5,0.165,74384,6411,3710,0.033,7140,6379,31.5,0.195,77935,570,2488,0.055,5588,2390,26.5,0.2,81551,7476,4941,0.037,76,5162,22.0,0.165,85255,6104,1252,0.042,3744,4917,22.5,0.165
106,2494,1265,2194,0.045,7541,6111,29.5,0.19,5905,8142,5340,0.032,1328,1293,30.0,0.17,9507,2596,7288,0.047,4396,1683,29.5,0.17,13172,4672,4867,0.032,9540,7804,30.0,0.205,16827,582,1124,0.037,1542,4073,31.5,0.16,20448,3050,7798,0.044,9801,1681,31.5,0.195,24169,8104,1394,0.032,3564,5907,26.5,0.16,27572,785,705,0.042,7056,4671,32.0,0.16,31234,2476,2954,0.034,9599,9375,22.0,0.16,34649,8276,7796,0.046,8533,3696,29.5,0.19,38611,6703,2698,0.05,6761,2700,31.5,0.185,42025,3982,3491,0.053,5935,5608,30.0,0.18,45403,8310,148,0.058,5222,5317,30.0,0.185,49051,6266,8957,0.041,7934,2802,32.0,0.195,52624,2725,662,0.042,375,6513,26.5,0.165,56358,8004,4118,0.041,3437,6703,27.0,0.21,59984,231,6620,0.058,5794,6675,26.5,0.195,63321,2126,4257,0.044,203,923,31.5,0.17,67094,1805,3000,0.052,7415,2838,31.5,0.19,70647,1862,7875,0.044,5863,8414,26.5,0.165,74409,3764,8623,0.049,8513,933,29.5,0.165,77980,4049,1422,0.033,8925,6459,31.5,0.165,81569,409,3473,0.05,7198,8177,22.5,0.19,85271,2356,3841,0.036,5561,1441,22.0,0.17
107,2521,1864,5735,0.06,2728,1671,22.0,0.19,5909,8629,8676,0.046,8981,5158,27.0,0.16,9540,8268,6594,0.057,1273,2097,30.0,0.2,13203,1551,8738,0.06,7032,628,22.5,0.185,16844,783,7752,0.039,4817,7897,26.5,0.165,20456,4600,3406,0.048,4791,8105,22.0,0.185,24178,3662,7494,0.033,413,5059,23.0,0.195,27572,7849,1452,0.052,9188,7875,27.0,0.16,31247,6377,2680,0.036,1017,2393,22.5,0.19,34669,8254,6138,0.057,1914,1141,29.0,0.2,38623,5337,6880,0.037,4705,6384,22.0,0.165,42035,3200,8092,0.056,48,5849,23.0,0.18,45434,3903,3654,0.05,2546,7485,22.5,0.16,49118,2655,3226,0.055,7374,2309,26.5,0.21,52640,3466,3636,0.033,6369,7112,29.5,0.18,56366,648,5718,0.044,39,8615,31.5,0.19,60016,8653,8220,0.053,1852,1611,23.0,0.21,63331,286,8305,0.058,2342,3975,29.0,0.195,67126,2744,6527,0.051,9092,2109,29.5,0.2,70662,1016,8665,0.034,8501,4529,22.0,0.185,74450,2220,3889,0.038,734,1625,30.0,0.185,77989,4252,8254,0.033,9567,1706,27.0,0.205,81587,257,391,0.049,312,3786,31.5,0.185,85273,4654,61,0.046,2366,5751,22.0,0.18
108,2529,7353,8026,0.057,4560,2832,27.0,0.185,5933,4110,469,0.053,7439,7983,32.0,0.18,9540,7398,47,0.053,3070,6845,26.5,0.2,13210,7520,6328,0.056,174,6658,29.5,0.185,16866,7175,4521,0.042,0,5070,29.0,0.18,20459,129,7822,0.054,7377,5542,26.5,0.195,24195,3536,1551,0.039,2704,9880,22.0,0.205,27588,6671,6502,0.052,6308,5506,23.0,0.165,31272,6635,5599,0.035,4452,3950,29.0,0.195,34698,8719,3561,0.056,9865,224,31.5,0.185,38644,4011,6599,0.055,7876,2019,26.5,0.185,42072,5427,2145,0.037,8871,6716,26.5,0.21,45441,5411,2621,0.035,4980,5133,26.5,0.2,49136,5814,8274,0.06,5344,1626,26.5,0.17,52650,7129,2185,0.045,4342,8767,29.0,0.21,56384,629,6710,0.051,7648,5100,23.0,0.195,60058,4512,1091,0.051,4218,4610,29.5,0.165,63403,1629,7024,0.032,4347,6687,22.5,0.205,67132,1998,8022,0.059,4566,7236,29.0,0.17,70677,6634,4518,0.054,1895,8459,29.5,0.165,74467,4937,5685,0.044,3034,6529,32.0,0.17,78006,7019,8866,0.049,546,4889,31.5,0.17,81615,1751,7870,0.059,585,8523,30.0,0.21,85283,7845,4408,0.036,850,1777,22.0,0.195
109,2529,233,988,0.053,2730,1305,22.0,0.165,5936,2136,4473,0.041,4091,4942,22.5,0.2,9544,7201,129,0.039,3801,3611,23.0,0.18,13218,2655,3138,0.046,0,3785,30.0,0.16,16885,17,8218,0.045,4917,3202,27.0,0.16,20469,7184,6797,0.047,8065,808,32.0,0.185,24249,731,69,0.041,8322,9497,29.0,0.185,27609,1582,1244,0.046,9481,6818,31.5,0.17,31308,8881,6242,0.044,612,2207,22.5,0.195,34776,1184,7698,0.04,342,9243,22.5,0.185,38670,2697,5816,0.045,8759,7438,29.0,0.18,42095,7794,4746,0.056,6681,7297,23.0,0.18,45445,2237,844,0.056,5998,7166,30.0,0.195,49147,3671,5656,0.031,1667,5096,27.0,0.21,52706,7385,7692,0.037,2935,2034,22.5,0.18,56421,7460,5962,0.055,6430,6630,22.5,0.19,60058,6753,6856,0.038,3600,6591,29.0,0.195,63448,2493,1359,0.037,2080,1541,26.5,0.18,67152,4801,1892,0.03,5666,3265,22.5,0.185,70685,538,4196,0.045,9453,5383,29.5,0.2,74478,5686,4681,0.032,8722,9847,31.5,0.16,78028,1263,199,0.035,3245,6846,29.5,0.195,81640,2326,3006,0.036,6789,8244,23.0,0.17,85328,4326,8342,0.052,4187,558,23.0,0.185
110,2540,3623,2059,0.049,3008,6733,30.0,0.185,5951,1816,7840,0.034,4444,8030,30.0,0.195,9560,5613,4835,0.049,1664,4866,31.5,0.19,13220,4378,8447,0.033,793,2773,22.5,0.18,16906,311,6514,0.053,9349,7511,23.0,0.2,20475,1332,2856,0.042,2784,797,27.0,0.2,24258,1361,449,0.043,526,356,29.5,0.21,27617,8018,7162,0.051,3843,2802,27.0,0.19,31323,6543,6728,0.046,9691,3128,29.5,0.21,34783,6419,3087,0.042,9484,2580,23.0,0.17,38735,116,241,0.039,1262,291,22.5,0.16,42117,7416,7760,0.05,1882,761,26.5,0.18,45456,4254,6897,0.052,3938,7682,30.0,0.185,49177,8095,7236,0.036,5000,2535,26.5,0.16,52718,2493,8962,0.047,3395,4968,22.0,0.21,56426,3401,5453,0.048,9335,4526,29.0,0.21,60105,599,7961,0.04,4811,4274,32.0,0.18,63456,7534,842,0.057,5335,4719,31.5,0.195,67175,2936,7198,0.048,7785,3115,31.5,0.17,70686,5516,674,0.035,914,8882,29.5,0.195,74521,6528,303,0.04,3979,361,30.0,0.18,78066,7542,575,0.05,5663,632,22.0,0.2,81662,577,6139,0.038,4451,7100,22.0,0.16,85340,6130,4841,0.043,490,404,30.0,0.21
111,2544,5421,288,0.039,2900,2299,27.0,0.195,5958,1160,8993,0.042,7998,8239,26.5,0.165,9586,4664,7646,0.032,900,629,22.5,0.16,13249,8159,5975,0.04,5798,58,27.0,0.165,16959,8344,1470,0.041,3743,6846,26.5,0.165,20488,6071,4815,0.051,419,7082,23.0,0.2,24271,2385,8452,0.059,4324,7429,32.0,0.2,27617,3786,1951,0.036,4842,5864,22.5,0.165,31346,2929,5977,0.059,4924,7868,22.5,0.2,34816,7673,8807,0.046,4570,9177,29.5,0.18,38761,6651,5582,0.036,4016,7376,29.0,0.18,42143,8033,5220,0.058,841,62,31.5,0.2,45592,1804,4060,0.042,6612,8758,22.0,0.16,49195,6614,2683,0.057,3382,1850,32.0,0.18,52720,5220,7659,0.049,4323,6019,31.5,0.195,56454,7598,2121,0.057,4351,2845,32.0,0.19,60140,2653,2714,0.045,2689,1263,23.0,0.17,63477,6183,8001,0.057,4568,2697,23.0,0.185,67189,960,275,0.041,5186,8654,31.5,0.16,70756,2673,4055,0.048,1829,1095,32.0,0.2,74525,6643,2241,0.044,3595,3834,31.5,0.21,78090,8762,5594,0.038,5851,5677,26.5,0.205,81747,1246,669,0.037,9254,6197,29.5,0.16,85369,2085,3022,0.058,2034,3363,32.0,0.2
112,2554,6987,6023,0.048,131,8774,23.0,0.185,5975,3164,500,0.059,8272,7546,22.0,0.21,9651,373,6106,0.052,6133,2462,32.0,0.2,13264,684,7360,0.045,8794,2103,29.5,0.185,16975,1401,3807,0.053,5764,2743,23.0,0.185,20507,6453,4223,0.035,4585,6704,31.5,0.17,24289,5646,7192,0.038,8562,8133,26.5,0.16,27622,2720,2938,0.035,9891,5041,27.0,0.16,31346,1819,8886,0.036,673,385,29.0,0.165,34830,3059,418,0.033,9122,2800,23.0,0.2,38767,7347,1456,0.041,5545,3771,22.5,0.17,42165,4057,3305,0.04,7338,1994,30.0,0.165,45592,5922,251,0.052,3699,9390,31.5,0.17,49255,5445,8335,0.043,946,6408,22.5,0.2,52764,3070,5408,0.058,2530,3925,26.5,0.21,56465,8742,7159,0.032,5261,914,22.5,0.185,60166,6771,8838,0.051,4521,3151,29.0,0.16,63508,8353,44,0.059,9434,910,22.5,0.185,67227,964,8533,0.049,2535,8666,22.0,0.205,70764,199,1122,0.042,2021,9514,22.5,0.195,74563,2156,5769,0.06,2908,2950,22.5,0.19,78117,2865,8786,0.033,6327,1368,32.0,0.185,81759,712,6783,0.046,3095,9286,23.0,0.165,85370,1273,4097,0.056,9580,4041,31.5,0.185
113,2572,1563,2087,0.039,423,579,22.5,0.165,5984,4025,8602,0.044,4012,8926,30.0,0.21,9692,8261,7145,0.052,7384,7974,29.0,0.185,13289,8427,2061,0.055,6340,2648,23.0,0.19,17003,993,8909,0.056,5103,8067,29.0,0.18,20533,1816,1177,0.051,4181,5702,32.0,0.195,24330,8965,8827,0.059,6294,3109,26.5,0.16,27641,6344,7450,0.039,9995,8540,29.5,0.165,31374,7773,3653,0.051,8979,890,22.5,0.19,34857,6602,1956,0.033,3324,3822,22.0,0.18,38773,5956,501,0.035,2042,2542,26.5,0.16,42179,1148,994,0.03,787,1407,29.5,0.17,45648,7092,3399,0.04,3445,5663,29.5,0.165,49256,3828,1412,0.037,7542,1608,27.0,0.2,52771,5196,777,0.039,1218,6241,29.5,0.165,56486,2210,828,0.038,5721,3976,22.0,0.2,60169,5281,3441,0.034,197,2520,22.0,0.165,63525,2688,2979,0.058,6748,5952,29.5,0.21,67230,5542,8381,0.031,8676,1242,26.5,0.2,70772,7944,694,0.037,8353,6574,23.0,0.17,74613,2791,2109,0.055,8224,5190,29.5,0.165,78140,621,6393,0.053,5095,8941,26.5,0.19,81777,5617,6531,0.031,5297,2088,23.0,0.19,85376,6096,1674,0.039,9509,1665,22.0,0.17
114,2575,5166,6547,0.04,9709,6389,27.0,0.2,6040,4061,6888,0.048,239,9305,32.0,0.19,9720,377,125,0.048,8630,2212,29.5,0.19,13341,4935,2683,0.045,9578,8725,29.5,0.165,17007,5632,4266,0.058,1405,1823,22.5,0.21,20549,8694,2316,0.053,3425,665,26.5,0.16,24345,308,5323,0.037,4375,8764,26.5,0.18,27710,4980,951,0.033,2522,9441,32.0,0.205,31384,2631,8303,0.044,1914,4129,22.5,0.2,34885,3811,4248,0.051,1229,5498,23.0,0.17,38780,6500,7411,0.053,5336,5622,27.0,0.2,42239,8249,4778,0.037,6236,7796,22.0,0.18,45714,667,5487,0.058,4339,2145,29.5,0.205,49265,5600,5453,0.036,899,2162,31.5,0.17,52777,8549,7375,0.041,6846,7616,23.0,0.19,56490,928,3308,0.041,5605,6373,29.5,0.18,60213,8816,974,0.052,6594,4565,27.0,0.185,63550,4292,1911,0.032,7973,6972,32.0,0.185,67251,2856,239,0.032,3482,5441,29.0,0.2,70795,5130,5327,0.038,8761,4953,29.5,0.21,74633,7785,7023,0.035,1073,3453,23.0,0.21,78182,2134,8959,0.053,1342,5163,22.0,0.19,81799,5398,576,0.052,8474,2842,22.5,0.19,85390,8376,4302,0.035,1567,3643,29.5,0.16
115,2587,4858,7113,0.046,7066,1058,23.0,0.165,6067,3328,708,0.04,9829,2747,29.0,0.2,9722,6954,3269,0.04,5488,2580,30.0,0.21,13355,8439,6626,0.053,2989,1799,26.5,0.185,17011,3887,600,0.046,7964,1968,31.5,0.165,20557,1940,1489,0.054,6333,6867,32.0,0.195,24386,6701,1885,0.031,9523,3757,22.5,0.205,27734,758,3879,0.047,3942,877,30.0,0.17,31397,5533,176,0.047,4362,2387,22.5,0.185,34913,6016,5632,0.041,4318,3501,32.0,0.17,38800,6451,5,0.043,1451,9677,23.0,0.205,42241,5194,1491,0.033,7761,8769,22.0,0.2,45722,1088,5595,0.036,6154,1445,32.0,0.185,49294,5842,280,0.04,1862,134,32.0,0.18,52792,1528,2900,0.048,6536,7620,30.0,0.19,56570,6709,1606,0.036,9511,1083,22.0,0.21,60246,1870,4069,0.032,8253,8549,26.5,0.17,63552,3326,3832,0.049,918,1052,31.5,0.21,67264,163,3968,0.038,6372,9943,30.0,0.17,70815,6365,1845,0.042,7172,647,29.5,0.185,74655,5256,5403,0.052,2838,7488,23.0,0.16,78191,3389,7936,0.038,4015,4927,31.5,0.16,81806,4240,2229,0.057,4472,6709,32.0,0.18,85399,5912,4821,0.052,9363,9152,29.0,0.18
116,2664,193,5714,0.046,8325,7709,30.0,0.18,6092,8753,8277,0.033,6351,9109,27.0,0.205,9752,1239,4963,0.051,9357,2863,29.5,0.21,13398,4860,5789,0.036,9962,7245,23.0,0.165,17025,4297,1136,0.041,879,7222,22.5,0.17,20602,4272,1508,0.044,3002,4217,22.5,0.21,24440,830,3972,0.05,901,2522,32.0,0.16,27774,6112,5443,0.033,5870,402,29.0,0.195,31397,1148,4778,0.05,1964,9228,31.5,0.21,34922,8372,5903,0.035,4172,6875,23.0,0.205,38802,3718,7221,0.046,3541,8382,29.5,0.195,42269,6467,6305,0.056,426,8442,32.0,0.185,45740,6061,5903,0.039,395,5061,30.0,0.17,49326,86,8142,0.047,8928,7796,31.5,0.2,52849,1868,8362,0.035,7415,1847,29.0,0.205,56572,5542,6413,0.055,6916,2033,23.0,0.185,60293,238,8288,0.045,9091,6180,22.5,0.18,63552,1612,4387,0.044,3557,3019,29.0,0.2,67285,6656,3913,0.032,4001,7294,29.0,0.18,70832,5662,2824,0.036,8203,303,30.0,0.195,74685,254,5541,0.058,6570,8806,26.5,0.205,78193,4923,4041,0.036,5213,7853,26.5,0.205,81819,7733,4380,0.055,9552,6920,32.0,0.185,85436,5904,6412,0.06,7280,2597,30.0,0.205
117,2677,8505,3125,0.035,5820,9654,26.5,0.16,6171,6906,8922,0.032,7283,1416,26.5,0.21,9802,337,5225,0.058,4611,6454,27.0,0.205,13439,4098,5250,0.05,781,8924,31.5,0.18,17042,526,944,0.035,5125,6781,26.5,0.19,20607,6105,1760,0.05,2376,6246,26.5,0.17,24472,3115,1084,0.035,6292,54,29.5,0.17,27795,261,884,0.051,4463,9773,29.5,0.21,31412,641,3042,0.044,7396,8680,29.0,0.19,34948,6077,1611,0.032,9610,2927,29.0,0.16,38807,8048,8634,0.058,888,1701,22.5,0.165,42278,1897,7976,0.052,3970,5113,31.5,0.195,45764,5522,1515,0.045,1113,2671,32.0,0.18,49355,3342,6015,0.044,7167,7603,27.0,0.185,52849,8811,5249,0.035,8250,9131,23.0,0.19,56588,6007,6296,0.058,4696,3331,31.5,0.165,60296,7568,4062,0.055,3183,6469,32.0,0.17,63554,356,8136,0.052,2530,870,29.0,0.18,67293,7834,4566,0.058,419,1902,31.5,0.21,70846,8095,7457,0.057,4244,5001,29.0,0.2,74740,1568,5355,0.037,5137,3759,31.5,0.165,78206,3037,5387,0.05,2883,3516,22.0,0.195,81823,7269,200,0.031,7695,4778,27.0,0.21,85436,6379,2876,0.058,8680,2486,22.0,0.19
118,2680,2804,4212,0.041,1602,6961,27.0,0.205,6177,2564,1869,0.043,2830,4854,31.5,0.185,9814,1982,6991,0.032,7763,4739,30.0,0.18,13489,6137,1577,0.049,6053,5008,22.5,0.16,17064,7392,2294,0.042,1631,2718,22.5,0.2,20669,1202,5527,0.044,8429,9198,30.0,0.18,24479,63,3038,0.054,1854,2726,27.0,0.18,27805,881,3999,0.04,8623,3670,32.0,0.16,31457,5706,5605,0.049,5940,2996,23.0,0.18,34950,1362,8485,0.044,551,3870,29.5,0.195,38835,5637,7260,0.048,294,5148,31.5,0.165,42285,8799,400,0.039,7523,6392,30.0,0.18,45783,6169,4501,0.06,487,8807,27.0,0.165,49358,8347,7351,0.031,1243,6949,22.5,0.205,52902,8706,3482,0.034,2447,1484,22.5,0.18,56600,1107,3921,0.046,1476,7074,23.0,0.2,60316,408,6843,0.051,3642,2249,27.0,0.17,63622,8526,1555,0.043,8108,7,22.5,0.205,67299,7647,8455,0.039,9349,7186,29.5,0.205,70854,1541,1729,0.055,7404,2702,32.0,0.185,74742,5548,1938,0.036,460,3584,22.0,0.2,78254,2832,6648,0.037,2231,6334,30.0,0.2,81824,2738,286,0.038,5422,9186,31.5,0.18,85437,8536,2997,0.058,3971,8188,31.5,0.165
119,2717,2139,2008,0.052,3653,3197,23.0,0.185,6195,1340,6374,0.057,6046,330,29.0,0.2,9831,4829,2760,0.052,1442,2327,29.5,0.19,13492,494,4218,0.059,7057,2973,22.0,0.18,17119,4644,2862,0.047,3473,5195,29.5,0.18,20673,1245,6548,0.038,9902,548,22.5,0.185,24490,4089,6913,0.048,2208,8030,29.0,0.18,27808,8089,264,0.031,5267,3612,30.0,0.18,31479,3453,2637,0.049,8859,269,32.0,0.2,34973,4363,6226,0.05,1286,8750,30.0,0.16,38845,8974,70,0.034,7457,7071,32.0,0.17,42291,3024,7128,0.046,8197,4714,23.0,0.16,45798,5907,866,0.051,9429,7355,23.0,0.19,49363,3259,6588,0.034,2252,6097,31.5,0.195,52923,3872,2285,0.041,8179,7288,31.5,0.19,56604,6871,896,0.04,6014,8446,29.5,0.18,60321,2923,8633,0.053,6210,7708,31.5,0.2,63622,7740,1647,0.047,9547,297,23.0,0.21,67315,699,6376,0.032,8425,1476,29.0,0.185,70948,5915,4653,0.03,4112,9929,27.0,0.21,74772,8729,6450,0.032,7924,5048,22.5,0.21,78275,8758,6853,0.041,359,2289,29.5,0.2,81843,8996,8476,0.045,9013,3037,26.5,0.21,85473,8560,3289,0.033,2728,85,29.5,0.17
120,2734,8845,5179,0.033,7237,8136,22.0,0.16,6195,4756,7977,0.055,2380,1969,32.0,0.195,9835,1958,7452,0.041,6475,7553,29.5,0.17,13582,3331,7578,0.035,7149,6848,29.0,0.185,17127,4042,6270,0.037,3704,1181,22.5,0.18,20680,2931,349,0.045,3849,9525,23.0,0.18,24534,1610,5978,0.04,8118,1247,26.5,0.185,27847,1397,2008,0.046,8041,2545,27.0,0.18,31484,4373,7182,0.058,3596,327,29.0,0.16,35001,2260,3591,0.059,9636,5535,29.5,0.18,38855,7300,174,0.031,4522,9887,22.0,0.185,42303,398,341,0.051,9949,7813,26.5,0.17,45826,648,2187,0.032,1470,8978,26.5,0.21,49387,3212,7499,0.031,7049,3676,29.5,0.2,52927,1617,4076,0.041,9576,1836,31.5,0.21,56612,8803,3485,0.031,9067,998,30.0,0.195,60348,6978,8800,0.047,7668,3701,31.5,0.17,63638,3947,6631,0.035,3961,2582,23.0,0.185,67318,4985,2106,0.043,914,2959,29.5,0.16,70949,4351,3556,0.036,7567,2518,30.0,0.16,74777,5338,3178,0.06,3650,3539,27.0,0.2,78283,2578,5205,0.032,4701,7411,27.0,0.21,81889,1409,6719,0.04,70,1193,22.5,0.185,85636,6520,2794,0.038,7776,9326,29.5,0.195
121,2771,8022,4475,0.044,9608,9062,32.0,0.205,6195,8213,8240,0.045,6729,5628,22.5,0.165,9868,4745,2041,0.055,8738,8914,27.0,0.16,13589,8204,1468,0.042,7391,3794,32.0,0.19,17141,1820,833,0.04,5370,3906,29.5,0.195,20686,7780,5513,0.052,8705,1246,22.5,0.195,24541,8664,765,0.038,5065,4802,29.5,0.18,27875,5689,3196,0.054,4033,7349,23.0,0.195,31496,3904,662,0.048,6448,2758,31.5,0.165,35018,2103,8455,0.033,4087,7946,23.0,0.165,38918,3931,2217,0.038,6049,1845,23.0,0.19,42313,5814,1784,0.045,5116,8447,32.0,0.16,45839,829,3501,0.051,9882,8654,26.5,0.19,49391,8618,3383,0.034,5027,7149,29.5,0.21,52955,2570,3567,0.054,3654,6054,31.5,0.205,56661,3180,319,0.034,3699,8277,29.0,0.18,60356,5133,111,0.041,6643,5244,27.0,0.205,63639,7669,2491,0.033,4278,6112,32.0,0.185,67363,2964,2021,0.059,2568,6394,29.5,0.165,70982,2039,7627,0.037,6870,366,29.0,0.185,74791,1290,3190,0.054,4917,4390,32.0,0.16,78290,3048,7630,0.031,2980,6982,27.0,0.205,81907,4069,8006,0.05,2109,5105,22.5,0.19,85640,1784,2373,0.059,2940,4147,27.0,0.185
122,2776,4493,3235,0.037,9637,6959,23.0,0.185,6222,9,5855,0.046,8239,8852,30.0,0.21,9873,5826,905,0.033,432,3559,23.0,0.18,13598,5670,5548,0.056,1138,9084,26.5,0.195,17168,1688,521,0.043,5361,849,29.0,0.185,20699,7314,1026,0.039,4619,2130,29.5,0.17,24545,7576,6568,0.045,7741,8404,27.0,0.17,27875,2377,4779,0.043,8900,3718,30.0,0.195,31503,5199,5000,0.037,106,786,31.5,0.205,35051,5919,1675,0.035,3499,6696,31.5,0.19,38948,511,7856,0.037,1968,1507,22.0,0.185,42317,3444,7114,0.033,7851,3271,22.0,0.18,45857,4242,1665,0.057,1395,25,32.0,0.18,49407,6376,5889,0.041,2505,7440,23.0,0.18,52962,1016,2942,0.056,7405,5590,31.5,0.205,56671,998,2212,0.048,5091,1091,29.5,0.2,60377,1757,2164,0.043,3099,8999,32.0,0.205,63681,3084,1359,0.039,6976,2779,29.0,0.185,67381,3530,4608,0.044,8910,6573,22.5,0.17,70993,7274,2954,0.033,5340,3521,23.0,0.165,74807,3909,7645,0.053,1318,6299,30.0,0.19,78305,6652,2513,0.049,1936,343,22.5,0.185,81928,6775,6601,0.034,4055,6454,29.0,0.2,85645,7131,5862,0.058,7894,2531,26.5,0.165
123,2827,3890,764,0.03,8973,9270,29.0,0.185,6238,3004,8750,0.031,9268,729,27.0,0.17,9882,5185,536,0.043,9187,84,31.5,0.17,13642,337,6980,0.038,9207,2795,22.0,0.16,17177,1285,604,0.037,9254,2726,29.5,0.205,20732,1900,1333,0.033,6049,9106,23.0,0.19,24552,3163,5129,0.058,412,9722,27.0,0.21,27898,686,985,0.055,4774,3043,27.0,0.185,31511,5114,7522,0.059,5002,9051,23.0,0.195,35051,196,7559,0.044,2565,4999,22.0,0.16,38952,2446,7464,0.032,5516,8527,27.0,0.21,42318,4321,5827,0.054,9597,3524,27.0,0.205,45878,804,4483,0.034,8145,6769,23.0,0.21,49519,5907,3799,0.059,399,7986,29.0,0.17,52967,4026,2692,0.051,3060,2591,30.0,0.205,56685,286,2465,0.057,4952,4047,29.0,0.16,60399,8891,947,0.048,4946,485,32.0,0.165,63730,7628,2300,0.034,3675,6545,32.0,0.21,67401,8178,7990,0.048,4039,7323,29.0,0.19,70996,4073,1262,0.03,9803,8052,26.5,0.205,74859,8927,2138,0.057,6843,1671,22.5,0.2,78329,145,2530,0.046,7653,5936,29.5,0.205,81957,5017,3795,0.06,1182,4121,26.5,0.21,85646,989,275,0.036,2313,3477,27.0,0.165
